police_station_id,station_name,police_staff,inspector_id,station_pincode,no_of_cases
T2-549132,ST-1212,14,SI-13757,488135,2467
T2-549133,ST-1213,30,SI-13758,488137,2469
T2-549134,ST-1214,28,SI-13759,488139,2471
T2-549135,ST-1215,17,SI-13760,488141,2473
T2-549136,ST-1216,20,SI-13761,488143,2475
T2-549137,ST-1217,13,SI-13762,488145,2477
T2-549138,ST-1218,18,SI-13763,488147,2479
T2-549139,ST-1219,23,SI-13764,488149,2481
T2-549140,ST-1220,33,SI-13765,488151,2483
T2-549141,ST-1221,27,SI-13766,488153,2485
T2-549142,ST-1222,28,SI-13767,488155,2487
T2-549143,ST-1223,17,SI-13768,488157,2489
T2-549144,ST-1224,20,SI-13769,488159,2491
T2-549145,ST-1225,33,SI-13770,488161,2493
T2-549146,ST-1226,16,SI-13771,488163,2495
T2-549147,ST-1227,36,SI-13772,488165,2497
T2-549148,ST-1228,24,SI-13773,488167,2499
T2-549149,ST-1229,25,SI-13774,488169,2501
T2-549150,ST-1230,16,SI-13775,488171,2503
T2-549151,ST-1231,31,SI-13776,488173,2505
T2-549152,ST-1232,26,SI-13777,488175,2507
T2-549153,ST-1233,18,SI-13778,488177,2509
T2-549154,ST-1234,37,SI-13779,488179,2511
T2-549155,ST-1235,25,SI-13780,488181,2513
T2-549156,ST-1236,39,SI-13781,488183,2515
T2-549157,ST-1237,21,SI-13782,488185,2517
T2-549158,ST-1238,31,HC-98745,488187,2519
T2-549159,ST-1239,13,HC-98746,488189,2521
T2-549160,ST-1240,16,HC-98747,488191,2523
T2-549161,ST-1241,14,HC-98748,488193,2525
T2-549162,ST-1242,32,HC-98749,488195,2527
T2-549163,ST-1243,14,HC-98750,488197,2529
T2-549164,ST-1244,34,HC-98751,488199,2531
T2-549165,ST-1245,28,HC-98752,488201,2533
T2-549166,ST-1246,27,HC-98753,488203,2535
T2-549167,ST-1247,27,HC-98754,488205,2537
T2-549168,ST-1248,17,HC-98755,488207,2539
T2-549169,ST-1249,26,HC-98756,488209,2541
T2-549170,ST-1250,36,HC-98757,488211,2543
T2-549171,ST-1251,18,HC-98758,488213,2545
T2-549172,ST-1252,38,HC-98759,488215,2547
T2-549173,ST-1253,31,HC-98760,488217,2549
T2-549174,ST-1254,29,HC-98761,488219,2551
T2-549175,ST-1255,29,HC-98762,488221,2553
T2-549176,ST-1256,19,HC-98763,488223,2555
T2-549177,ST-1257,26,HC-98764,488225,2557
T2-549178,ST-1258,20,HC-98765,488227,2559
T2-549179,ST-1259,18,HC-98766,488229,2561
T2-549180,ST-1260,20,HC-98767,488231,2563
T2-549181,ST-1261,17,HC-98768,488233,2565
T2-549182,ST-1262,24,HC-98769,488235,2567
T2-549183,ST-1263,22,HC-98770,488237,2569
T2-549184,ST-1264,26,HC-98771,488239,2571
T2-549185,ST-1265,15,HC-98772,488241,2573
T2-549186,ST-1266,34,HC-98773,488243,2575
T2-549187,ST-1267,15,HC-98774,488245,2577
T2-549188,ST-1268,27,HC-98775,488247,2579
T2-549189,ST-1269,21,HC-98776,488249,2581
T2-549190,ST-1270,37,HC-98777,488251,2583
T2-549191,ST-1271,34,HC-98778,488253,2585
T2-549192,ST-1272,40,HC-98779,488255,2587
T2-549193,ST-1273,37,HC-98780,488257,2589
T2-549194,ST-1274,17,HC-98781,488259,2591
T2-549195,ST-1275,15,HC-98782,488261,2593
T2-549196,ST-1276,18,HC-98783,488263,2595
T2-549197,ST-1277,16,HC-98784,488265,2597
T2-549198,ST-1278,28,HC-98785,488267,2599
T2-549199,ST-1279,24,HC-98786,488269,2601
T2-549200,ST-1280,21,HC-98787,488271,2603
T2-549201,ST-1281,15,HC-98788,488273,2605
T2-549202,ST-1282,16,HC-98789,488275,2607
T2-549203,ST-1283,23,HC-98790,488277,2609
T2-549204,ST-1284,13,HC-98791,488279,2611
T2-549205,ST-1285,33,HC-98792,488281,2613
T2-549206,ST-1286,31,HC-98793,488283,2615
T2-549207,ST-1287,34,HC-98794,488285,2617
T2-549208,ST-1288,19,HC-98795,488287,2619
T2-549209,ST-1289,17,HC-98796,488289,2621
T2-549210,ST-1290,15,HC-98797,488291,2623
T2-549211,ST-1291,19,HC-98798,488293,2625
T2-549212,ST-1292,36,HC-98799,488295,2627
T2-549213,ST-1293,35,HC-98800,488297,2629
T2-549214,ST-1294,18,HC-98801,488299,2631
T2-549215,ST-1295,35,HC-98802,488301,2633
T2-549216,ST-1296,35,HC-98803,488303,2635
T2-549217,ST-1297,40,HC-98804,488305,2637
T2-549218,ST-1298,21,HC-98805,488307,2639
T2-549219,ST-1299,18,HC-98806,488309,2641
T2-549220,ST-1300,30,HC-98807,488311,2643
T2-549221,ST-1301,33,HC-98808,488313,2645
T2-549222,ST-1302,35,HC-98809,488315,2647
T2-549223,ST-1303,20,HC-98810,488317,2649
T2-549224,ST-1304,29,HC-98811,488319,2651
T2-549225,ST-1305,13,HC-98812,488321,2653
T2-549226,ST-1306,31,HC-98813,488323,2655
T2-549227,ST-1307,37,HC-98814,488325,2657
T2-549228,ST-1308,29,HC-98815,488327,2659
T2-549229,ST-1309,38,HC-98816,488329,2661
T2-549230,ST-1310,22,HC-98817,488331,2663
T2-549231,ST-1311,18,HC-98818,488333,2665
T2-549232,ST-1312,27,HC-98819,488335,2667
T2-549233,ST-1313,23,HC-98820,488337,2669
T2-549234,ST-1314,16,HC-98821,488339,2671
T2-549235,ST-1315,16,HC-98822,488341,2673
T2-549236,ST-1316,26,HC-98823,488343,2675
T2-549237,ST-1317,34,HC-98824,488345,2677
T2-549238,ST-1318,30,HC-98825,488347,2679
T2-549239,ST-1319,21,HC-98826,488349,2681
T2-549240,ST-1320,30,HC-98827,488351,2683
T2-549241,ST-1321,15,HC-98828,488353,2685
T2-549242,ST-1322,12,HC-98829,488355,2687
T2-549243,ST-1323,19,HC-98830,488357,2689
T2-549244,ST-1324,31,HC-98831,488359,2691
T2-549245,ST-1325,38,HC-98832,488361,2693
T2-549246,ST-1326,37,HC-98833,488363,2695
T2-549247,ST-1327,16,HC-98834,488365,2697
T2-549248,ST-1328,13,HC-98835,488367,2699
T2-549249,ST-1329,35,HC-98836,488369,2701
T2-549250,ST-1330,24,HC-98837,488371,2703
T2-549251,ST-1331,27,HC-98838,488373,2705
T2-549252,ST-1332,24,HC-98839,488375,2707
T2-549253,ST-1333,39,HC-98840,488377,2709
T2-549254,ST-1334,21,HC-98841,488379,2711
T2-549255,ST-1335,20,HC-98842,488381,2713
T2-549256,ST-1336,37,HC-98843,488383,2715
T2-549257,ST-1337,21,HC-98844,488385,2717
T2-549258,ST-1338,13,HC-98845,488387,2719
T2-549259,ST-1339,22,HC-98846,488389,2721
T2-549260,ST-1340,32,HC-98847,488391,2723
T2-549261,ST-1341,40,HC-98848,488393,2725
T2-549262,ST-1342,35,HC-98849,488395,2727
T2-549263,ST-1343,13,HC-98850,488397,2729
T2-549264,ST-1344,38,HC-98851,488399,2731
T2-549265,ST-1345,34,HC-98852,488401,2733
T2-549266,ST-1346,27,HC-98853,488403,2735
T2-549267,ST-1347,24,HC-98854,488405,2737
T2-549268,ST-1348,27,HC-98855,488407,2739
T2-549269,ST-1349,24,HC-98856,488409,2741
T2-549270,ST-1350,35,HC-98857,488411,2743
T2-549271,ST-1351,21,HC-98858,488413,2745
T2-549272,ST-1352,29,HC-98859,488415,2747
T2-549273,ST-1353,39,HC-98860,488417,2749
T2-549274,ST-1354,17,HC-98861,488419,2751
T2-549275,ST-1355,21,HC-98862,488421,2753
T2-549276,ST-1356,24,HC-98863,488423,2755
T2-549277,ST-1357,13,HC-98864,488425,2757
T2-549278,ST-1358,33,HC-98865,488427,2759
T2-549279,ST-1359,13,HC-98866,488429,2761
T2-549280,ST-1360,32,HC-98867,488431,2763
T2-549281,ST-1361,16,HC-98868,488433,2765
T2-549282,ST-1362,38,HC-98869,488435,2767
T2-549283,ST-1363,18,HC-98870,488437,2769
T2-549284,ST-1364,22,HC-98871,488439,2771
T2-549285,ST-1365,12,HC-98872,488441,2773
T2-549286,ST-1366,23,HC-98873,488443,2775
T2-549287,ST-1367,37,HC-98874,488445,2777
T2-549288,ST-1368,15,HC-98875,488447,2779
T2-549289,ST-1369,21,HC-98876,488449,2781
T2-549290,ST-1370,30,HC-98877,488451,2783
T2-549291,ST-1371,17,HC-98878,488453,2785
T2-549292,ST-1372,17,HC-98879,488455,2787
T2-549293,ST-1373,39,HC-98880,488457,2789
T2-549294,ST-1374,27,HC-98881,488459,2791
T2-549295,ST-1375,34,HC-98882,488461,2793
T2-549296,ST-1376,22,HC-98883,488463,2795
T2-549297,ST-1377,18,HC-98884,488465,2797
T2-549298,ST-1378,33,HC-98885,488467,2799
T2-549299,ST-1379,21,HC-98886,488469,2801
T2-549300,ST-1380,14,HC-98887,488471,2803
T2-549301,ST-1381,38,HC-98888,488473,2805
T2-549302,ST-1382,16,HC-98889,488475,2807
T2-549303,ST-1383,26,HC-98890,488477,2809
T2-549304,ST-1384,26,HC-98891,488479,2811
T2-549305,ST-1385,19,HC-98892,488481,2813
T2-549306,ST-1386,37,HC-98893,488483,2815
T2-549307,ST-1387,17,HC-98894,488485,2817
T2-549308,ST-1388,17,HC-98895,488487,2819
T2-549309,ST-1389,36,HC-98896,488489,2821
T2-549310,ST-1390,32,HC-98897,488491,2823
T2-549311,ST-1391,20,HC-98898,488493,2825
T2-549312,ST-1392,39,HC-98899,488495,2827
T2-549313,ST-1393,19,HC-98900,488497,2829
T2-549314,ST-1394,27,HC-98901,488499,2831
T2-549315,ST-1395,28,HC-98902,488501,2833
T2-549316,ST-1396,40,HC-98903,488503,2835
T2-549317,ST-1397,21,HC-98904,488505,2837
T2-549318,ST-1398,24,HC-98905,488507,2839
T2-549319,ST-1399,24,HC-98906,488509,2841
T2-549320,ST-1400,36,HC-98907,488511,2843
T2-549321,ST-1401,26,HC-98908,488513,2845
T2-549322,ST-1402,35,HC-98909,488515,2847
T2-549323,ST-1403,22,HC-98910,488517,2849
T2-549324,ST-1404,19,HC-98911,488519,2851
T2-549325,ST-1405,16,HC-98912,488521,2853
T2-549326,ST-1406,18,HC-98913,488523,2855
T2-549327,ST-1407,39,HC-98914,488525,2857
T2-549328,ST-1408,13,HC-98915,488527,2859
T2-549329,ST-1409,28,HC-98916,488529,2861
T2-549330,ST-1410,38,HC-98917,488531,2863
T2-549331,ST-1411,22,HC-98918,488533,2865
T2-549332,ST-1412,25,HC-98919,488535,2867
T2-549333,ST-1413,37,HC-98920,488537,2869
T2-549334,ST-1414,29,HC-98921,488539,2871
T2-549335,ST-1415,28,HC-98922,488541,2873
T2-549336,ST-1416,14,HC-98923,488543,2875
T2-549337,ST-1417,28,HC-98924,488545,2877
T2-549338,ST-1418,27,HC-98925,488547,2879
T2-549339,ST-1419,24,HC-98926,488549,2881
T2-549340,ST-1420,27,HC-98927,488551,2883
T2-549341,ST-1421,19,HC-98928,488553,2885
T2-549342,ST-1422,12,HC-98929,488555,2887
T2-549343,ST-1423,27,HC-98930,488557,2889
T2-549344,ST-1424,30,HC-98931,488559,2891
T2-549345,ST-1425,33,HC-98932,488561,2893
T2-549346,ST-1426,27,HC-98933,488563,2895
T2-549347,ST-1427,25,HC-98934,488565,2897
T2-549348,ST-1428,34,HC-98935,488567,2899
T2-549349,ST-1429,17,HC-98936,488569,2901
T2-549350,ST-1430,34,HC-98937,488571,2903
T2-549351,ST-1431,27,HC-98938,488573,2905
T2-549352,ST-1432,24,HC-98939,488575,2907
T2-549353,ST-1433,17,HC-98940,488577,2909
T2-549354,ST-1434,22,HC-98941,488579,2911
T2-549355,ST-1435,38,HC-98942,488581,2913
T2-549356,ST-1436,18,HC-98943,488583,2915
T2-549357,ST-1437,21,HC-98944,488585,2917
T2-549358,ST-1438,16,HC-98945,488587,2919
T2-549359,ST-1439,34,HC-98946,488589,2921
T2-549360,ST-1440,39,HC-98947,488591,2923
T2-549361,ST-1441,20,HC-98948,488593,2925
T2-549362,ST-1442,13,HC-98949,488595,2927
T2-549363,ST-1443,33,HC-98950,488597,2929
T2-549364,ST-1444,21,HC-98951,488599,2931
T2-549365,ST-1445,27,HC-98952,488601,2933
T2-549366,ST-1446,30,HC-98953,488603,2935
T2-549367,ST-1447,19,HC-98954,488605,2937
T2-549368,ST-1448,12,HC-98955,488607,2939
T2-549369,ST-1449,35,HC-98956,488609,2941
T2-549370,ST-1450,19,HC-98957,488611,2943
T2-549371,ST-1451,18,HC-98958,488613,2945
T2-549372,ST-1452,14,HC-98959,488615,2947
T2-549373,ST-1453,13,HC-98960,488617,2949
T2-549374,ST-1454,39,HC-98961,488619,2951
T2-549375,ST-1455,33,HC-98962,488621,2953
T2-549376,ST-1456,20,HC-98963,488623,2955
T2-549377,ST-1457,19,HC-98964,488625,2957
T2-549378,ST-1458,22,HC-98965,488627,2959
T2-549379,ST-1459,23,HC-98966,488629,2961
T2-549380,ST-1460,14,HC-98967,488631,2963
T2-549381,ST-1461,39,HC-98968,488633,2965
T2-549382,ST-1462,32,HC-98969,488635,2967
T2-549383,ST-1463,26,HC-98970,488637,2969
T2-549384,ST-1464,15,HC-98971,488639,2971
T2-549385,ST-1465,34,HC-98972,488641,2973
T2-549386,ST-1466,34,HC-98973,488643,2975
T2-549387,ST-1467,21,HC-98974,488645,2977
T2-549388,ST-1468,34,HC-98975,488647,2979
T2-549389,ST-1469,30,HC-98976,488649,2981
T2-549390,ST-1470,13,HC-98977,488651,2983
T2-549391,ST-1471,25,HC-98978,488653,2985
T2-549392,ST-1472,13,HC-98979,488655,2987
T2-549393,ST-1473,20,HC-98980,488657,2989
T2-549394,ST-1474,27,HC-98981,488659,2991
T2-549395,ST-1475,12,HC-98982,488661,2993
T2-549396,ST-1476,17,HC-98983,488663,2995
T2-549397,ST-1477,23,HC-98984,488665,2997
T2-549398,ST-1478,39,HC-98985,488667,2999
T2-549399,ST-1479,38,HC-98986,488669,3001
T2-549400,ST-1480,21,HC-98987,488671,3003
T2-549401,ST-1481,32,HC-98988,488673,3005
T2-549402,ST-1482,27,HC-98989,488675,3007
T2-549403,ST-1483,33,HC-98990,488677,3009
T2-549404,ST-1484,26,HC-98991,488679,3011
T2-549405,ST-1485,22,HC-98992,488681,3013
T2-549406,ST-1486,23,HC-98993,488683,3015
T2-549407,ST-1487,34,HC-98994,488685,3017
T2-549408,ST-1488,39,HC-98995,488687,3019
T2-549409,ST-1489,19,HC-98996,488689,3021
T2-549410,ST-1490,33,HC-98997,488691,3023
T2-549411,ST-1491,38,HC-98998,488693,3025
T2-549412,ST-1492,22,HC-98999,488695,3027
T2-549413,ST-1493,33,HC-99000,488697,3029
T2-549414,ST-1494,24,HC-99001,488699,3031
T2-549415,ST-1495,22,HC-99002,488701,3033
T2-549416,ST-1496,35,HC-99003,488703,3035
T2-549417,ST-1497,26,HC-99004,488705,3037
T2-549418,ST-1498,23,HC-99005,488707,3039
T2-549419,ST-1499,27,HC-99006,488709,3041
T2-549420,ST-1500,18,HC-99007,488711,3043
T2-549421,ST-1501,33,HC-99008,488713,3045
T2-549422,ST-1502,20,HC-99009,488715,3047
T2-549423,ST-1503,37,HC-99010,488717,3049
T2-549424,ST-1504,40,HC-99011,488719,3051
T2-549425,ST-1505,12,HC-99012,488721,3053
T2-549426,ST-1506,14,HC-99013,488723,3055
T2-549427,ST-1507,18,HC-99014,488725,3057
T2-549428,ST-1508,18,HC-99015,488727,3059
T2-549429,ST-1509,19,HC-99016,488729,3061
T2-549430,ST-1510,30,HC-99017,488731,3063
T2-549431,ST-1511,28,HC-99018,488733,3065
T2-549432,ST-1512,18,HC-99019,488735,3067
T2-549433,ST-1513,21,HC-99020,488737,3069
T2-549434,ST-1514,12,HC-99021,488739,3071
T2-549435,ST-1515,29,HC-99022,488741,3073
T2-549436,ST-1516,34,HC-99023,488743,3075
T2-549437,ST-1517,18,HC-99024,488745,3077
T2-549438,ST-1518,27,HC-99025,488747,3079
T2-549439,ST-1519,26,HC-99026,488749,3081
T2-549440,ST-1520,16,HC-99027,488751,3083
T2-549441,ST-1521,33,HC-99028,488753,3085
T2-549442,ST-1522,25,HC-99029,488755,3087
T2-549443,ST-1523,14,HC-99030,488757,3089
T2-549444,ST-1524,30,HC-99031,488759,3091
T2-549445,ST-1525,32,HC-99032,488761,3093
T2-549446,ST-1526,19,HC-99033,488763,3095
T2-549447,ST-1527,14,HC-99034,488765,3097
T2-549448,ST-1528,40,HC-99035,488767,3099
T2-549449,ST-1529,27,HC-99036,488769,3101
T2-549450,ST-1530,30,HC-99037,488771,3103
T2-549451,ST-1531,15,HC-99038,488773,3105
T2-549452,ST-1532,39,HC-99039,488775,3107
T2-549453,ST-1533,37,HC-99040,488777,3109
T2-549454,ST-1534,18,HC-99041,488779,3111
T2-549455,ST-1535,40,HC-99042,488781,3113
T2-549456,ST-1536,30,HC-99043,488783,3115
T2-549457,ST-1537,25,HC-99044,488785,3117
T2-549458,ST-1538,31,HC-99045,488787,3119
T2-549459,ST-1539,29,HC-99046,488789,3121
T2-549460,ST-1540,29,HC-99047,488791,3123
T2-549461,ST-1541,15,HC-99048,488793,3125
T2-549462,ST-1542,16,HC-99049,488795,3127
T2-549463,ST-1543,28,HC-99050,488797,3129
T2-549464,ST-1544,38,HC-99051,488799,3131
T2-549465,ST-1545,12,HC-99052,488801,3133
T2-549466,ST-1546,13,HC-99053,488803,3135
T2-549467,ST-1547,36,HC-99054,488805,3137
T2-549468,ST-1548,26,HC-99055,488807,3139
T2-549469,ST-1549,23,HC-99056,488809,3141
T2-549470,ST-1550,15,HC-99057,488811,3143
T2-549471,ST-1551,28,HC-99058,488813,3145
T2-549472,ST-1552,33,HC-99059,488815,3147
T2-549473,ST-1553,34,HC-99060,488817,3149
T2-549474,ST-1554,32,HC-99061,488819,3151
T2-549475,ST-1555,19,HC-99062,488821,3153
T2-549476,ST-1556,33,HC-99063,488823,3155
T2-549477,ST-1557,35,HC-99064,488825,3157
T2-549478,ST-1558,40,HC-99065,488827,3159
T2-549479,ST-1559,15,HC-99066,488829,3161
T2-549480,ST-1560,25,HC-99067,488831,3163
T2-549481,ST-1561,21,HC-99068,488833,3165
T2-549482,ST-1562,19,HC-99069,488835,3167
T2-549483,ST-1563,26,HC-99070,488837,3169
T2-549484,ST-1564,12,HC-99071,488839,3171
T2-549485,ST-1565,15,HC-99072,488841,3173
T2-549486,ST-1566,31,HC-99073,488843,3175
T2-549487,ST-1567,16,HC-99074,488845,3177
T2-549488,ST-1568,36,HC-99075,488847,3179
T2-549489,ST-1569,35,HC-99076,488849,3181
T2-549490,ST-1570,24,HC-99077,488851,3183
T2-549491,ST-1571,24,HC-99078,488853,3185
T2-549492,ST-1572,17,HC-99079,488855,3187
T2-549493,ST-1573,30,HC-99080,488857,3189
T2-549494,ST-1574,12,HC-99081,488859,3191
T2-549495,ST-1575,34,HC-99082,488861,3193
T2-549496,ST-1576,26,HC-99083,488863,3195
T2-549497,ST-1577,13,HC-99084,488865,3197
T2-549498,ST-1578,18,HC-99085,488867,3199
T2-549499,ST-1579,29,HC-99086,488869,3201
T2-549500,ST-1580,28,HC-99087,488871,3203
T2-549501,ST-1581,34,HC-99088,488873,3205
T2-549502,ST-1582,38,HC-99089,488875,3207
T2-549503,ST-1583,24,HC-99090,488877,3209
T2-549504,ST-1584,23,HC-99091,488879,3211
T2-549505,ST-1585,26,HC-99092,488881,3213
T2-549506,ST-1586,23,HC-99093,488883,3215
T2-549507,ST-1587,15,HC-99094,488885,3217
T2-549508,ST-1588,32,HC-99095,488887,3219
T2-549509,ST-1589,40,HC-99096,488889,3221
T2-549510,ST-1590,19,HC-99097,488891,3223
T2-549511,ST-1591,38,HC-99098,488893,3225
T2-549512,ST-1592,34,HC-99099,488895,3227
T2-549513,ST-1593,14,HC-99100,488897,3229
T2-549514,ST-1594,33,HC-99101,488899,3231
T2-549515,ST-1595,18,HC-99102,488901,3233
T2-549516,ST-1596,35,HC-99103,488903,3235
T2-549517,ST-1597,18,HC-99104,488905,3237
T2-549518,ST-1598,19,HC-99105,488907,3239
T2-549519,ST-1599,23,HC-99106,488909,3241
T2-549520,ST-1600,15,HC-99107,488911,3243
T2-549521,ST-1601,38,HC-99108,488913,3245
T2-549522,ST-1602,17,HC-99109,488915,3247
T2-549523,ST-1603,12,HC-99110,488917,3249
T2-549524,ST-1604,15,HC-99111,488919,3251
T2-549525,ST-1605,17,HC-99112,488921,3253
T2-549526,ST-1606,27,HC-99113,488923,3255
T2-549527,ST-1607,17,HC-99114,488925,3257
T2-549528,ST-1608,16,HC-99115,488927,3259
T2-549529,ST-1609,12,HC-99116,488929,3261
T2-549530,ST-1610,29,HC-99117,488931,3263
T2-549531,ST-1611,22,HC-99118,488933,3265
T2-549532,ST-1612,34,HC-99119,488935,3267
T2-549533,ST-1613,14,HC-99120,488937,3269
T2-549534,ST-1614,34,HC-99121,488939,3271
T2-549535,ST-1615,12,HC-99122,488941,3273
T2-549536,ST-1616,17,HC-99123,488943,3275
T2-549537,ST-1617,34,HC-99124,488945,3277
T2-549538,ST-1618,38,HC-99125,488947,3279
T2-549539,ST-1619,29,HC-99126,488949,3281
T2-549540,ST-1620,21,HC-99127,488951,3283
T2-549541,ST-1621,21,HC-99128,488953,3285
T2-549542,ST-1622,21,HC-99129,488955,3287
T2-549543,ST-1623,23,HC-99130,488957,3289
T2-549544,ST-1624,33,HC-99131,488959,3291
T2-549545,ST-1625,33,HC-99132,488961,3293
T2-549546,ST-1626,26,HC-99133,488963,3295
T2-549547,ST-1627,35,HC-99134,488965,3297
T2-549548,ST-1628,14,HC-99135,488967,3299
T2-549549,ST-1629,13,HC-99136,488969,3301
T2-549550,ST-1630,30,HC-99137,488971,3303
T2-549551,ST-1631,23,HC-99138,488973,3305
T2-549552,ST-1632,37,HC-99139,488975,3307
T2-549553,ST-1633,27,HC-99140,488977,3309
T2-549554,ST-1634,26,HC-99141,488979,3311
T2-549555,ST-1635,31,HC-99142,488981,3313
T2-549556,ST-1636,14,HC-99143,488983,3315
T2-549557,ST-1637,18,HC-99144,488985,3317
T2-549558,ST-1638,30,HC-99145,488987,3319
T2-549559,ST-1639,25,HC-99146,488989,3321
T2-549560,ST-1640,31,HC-99147,488991,3323
T2-549561,ST-1641,36,HC-99148,488993,3325
T2-549562,ST-1642,23,HC-99149,488995,3327
T2-549563,ST-1643,18,HC-99150,488997,3329
T2-549564,ST-1644,32,HC-99151,488999,3331
T2-549565,ST-1645,31,HC-99152,489001,3333
T2-549566,ST-1646,34,HC-99153,489003,3335
T2-549567,ST-1647,12,HC-99154,489005,3337
T2-549568,ST-1648,28,HC-99155,489007,3339
T2-549569,ST-1649,30,HC-99156,489009,3341
T2-549570,ST-1650,19,HC-99157,489011,3343
T2-549571,ST-1651,34,HC-99158,489013,3345
T2-549572,ST-1652,18,HC-99159,489015,3347
T2-549573,ST-1653,32,HC-99160,489017,3349
T2-549574,ST-1654,32,HC-99161,489019,3351
T2-549575,ST-1655,21,HC-99162,489021,3353
T2-549576,ST-1656,29,HC-99163,489023,3355
T2-549577,ST-1657,15,HC-99164,489025,3357
T2-549578,ST-1658,27,HC-99165,489027,3359
T2-549579,ST-1659,39,HC-99166,489029,3361
T2-549580,ST-1660,14,HC-99167,489031,3363
T2-549581,ST-1661,26,HC-99168,489033,3365
T2-549582,ST-1662,31,HC-99169,489035,3367
T2-549583,ST-1663,23,HC-99170,489037,3369
T2-549584,ST-1664,34,HC-99171,489039,3371
T2-549585,ST-1665,22,HC-99172,489041,3373
T2-549586,ST-1666,18,HC-99173,489043,3375
T2-549587,ST-1667,17,HC-99174,489045,3377
T2-549588,ST-1668,22,HC-99175,489047,3379
T2-549589,ST-1669,32,HC-99176,489049,3381
T2-549590,ST-1670,30,HC-99177,489051,3383
T2-549591,ST-1671,32,HC-99178,489053,3385
T2-549592,ST-1672,29,HC-99179,489055,3387
T2-549593,ST-1673,18,HC-99180,489057,3389
T2-549594,ST-1674,37,HC-99181,489059,3391
T2-549595,ST-1675,23,HC-99182,489061,3393
T2-549596,ST-1676,37,HC-99183,489063,3395
T2-549597,ST-1677,28,HC-99184,489065,3397
T2-549598,ST-1678,38,HC-99185,489067,3399
T2-549599,ST-1679,35,HC-99186,489069,3401
T2-549600,ST-1680,20,HC-99187,489071,3403
T2-549601,ST-1681,36,HC-99188,489073,3405
T2-549602,ST-1682,19,HC-99189,489075,3407
T2-549603,ST-1683,23,HC-99190,489077,3409
T2-549604,ST-1684,24,HC-99191,489079,3411
T2-549605,ST-1685,20,HC-99192,489081,3413
T2-549606,ST-1686,28,HC-99193,489083,3415
T2-549607,ST-1687,25,HC-99194,489085,3417
T2-549608,ST-1688,37,HC-99195,489087,3419
T2-549609,ST-1689,30,HC-99196,489089,3421
T2-549610,ST-1690,31,HC-99197,489091,3423
T2-549611,ST-1691,24,HC-99198,489093,3425
T2-549612,ST-1692,23,HC-99199,489095,3427
T2-549613,ST-1693,32,HC-99200,489097,3429
T2-549614,ST-1694,39,HC-99201,489099,3431
T2-549615,ST-1695,18,HC-99202,489101,3433
T2-549616,ST-1696,27,HC-99203,489103,3435
T2-549617,ST-1697,22,HC-99204,489105,3437
T2-549618,ST-1698,25,HC-99205,489107,3439
T2-549619,ST-1699,24,HC-99206,489109,3441
T2-549620,ST-1700,35,HC-99207,489111,3443
T2-549621,ST-1701,34,HC-99208,489113,3445
T2-549622,ST-1702,17,HC-99209,489115,3447
T2-549623,ST-1703,27,HC-99210,489117,3449
T2-549624,ST-1704,22,HC-99211,489119,3451
T2-549625,ST-1705,14,HC-99212,489121,3453
T2-549626,ST-1706,27,HC-99213,489123,3455
T2-549627,ST-1707,20,HC-99214,489125,3457
T2-549628,ST-1708,32,HC-99215,489127,3459
T2-549629,ST-1709,25,HC-99216,489129,3461
T2-549630,ST-1710,33,HC-99217,489131,3463
T2-549631,ST-1711,19,HC-99218,489133,3465
T2-549632,ST-1712,15,HC-99219,489135,3467
T2-549633,ST-1713,14,HC-99220,489137,3469
T2-549634,ST-1714,24,HC-99221,489139,3471
T2-549635,ST-1715,12,HC-99222,489141,3473
T2-549636,ST-1716,18,HC-99223,489143,3475
T2-549637,ST-1717,23,HC-99224,489145,3477
T2-549638,ST-1718,21,HC-99225,489147,3479
T2-549639,ST-1719,38,HC-99226,489149,3481
T2-549640,ST-1720,29,HC-99227,489151,3483
T2-549641,ST-1721,26,HC-99228,489153,3485
T2-549642,ST-1722,30,HC-99229,489155,3487
T2-549643,ST-1723,18,HC-99230,489157,3489
T2-549644,ST-1724,34,HC-99231,489159,3491
T2-549645,ST-1725,34,HC-99232,489161,3493
T2-549646,ST-1726,35,HC-99233,489163,3495
T2-549647,ST-1727,38,HC-99234,489165,3497
T2-549648,ST-1728,13,HC-99235,489167,3499
T2-549649,ST-1729,15,HC-99236,489169,3501
T2-549650,ST-1730,16,HC-99237,489171,3503
T2-549651,ST-1731,15,HC-99238,489173,3505
T2-549652,ST-1732,25,HC-99239,489175,3507
T2-549653,ST-1733,16,HC-99240,489177,3509
T2-549654,ST-1734,32,HC-99241,489179,3511
T2-549655,ST-1735,29,HC-99242,489181,3513
T2-549656,ST-1736,26,HC-99243,489183,3515
T2-549657,ST-1737,17,HC-99244,489185,3517
T2-549658,ST-1738,32,HC-99245,489187,3519
T2-549659,ST-1739,25,HC-99246,489189,3521
T2-549660,ST-1740,40,HC-99247,489191,3523
T2-549661,ST-1741,25,HC-99248,489193,3525
T2-549662,ST-1742,27,HC-99249,489195,3527
T2-549663,ST-1743,13,HC-99250,489197,3529
T2-549664,ST-1744,13,HC-99251,489199,3531
T2-549665,ST-1745,34,HC-99252,489201,3533
T2-549666,ST-1746,25,HC-99253,489203,3535
T2-549667,ST-1747,34,HC-99254,489205,3537
T2-549668,ST-1748,28,HC-99255,489207,3539
